34225.0,34225.5,34225.25,0.5,-0.000251,0.0,892313700.0,1627171626.6763442,PERPETUAL,,BTC-USD-PERPETUAL,BitMEX
34472.5,34473.0,34472.75,0.5,,0.0072,14459500.0,1627171626.6763442,QUARTER,092121,BTC-USD-092121,BitMEX
35225.5,35249.5,35237.5,24.0,,0.0296,13473000.0,1627171626.6763442,SEMIANNUAL,122121,BTC-USD-122121,BitMEX
34239.0,34252.5,34245.75,13.5,-2.59550192e-10,0.0,83835991.0,1627171641.889809,PERPETUAL,,BTC-USD-PERPETUAL,Kraken Futures
34436.0,34451.0,34443.5,15.0,,0.0058,4972655.0,1627171641.889809,QUARTER,210924,BTC-USD-210924,Kraken Futures
35212.0,35249.0,35230.5,37.0,,0.0288,2388657.0,1627171641.889809,SEMIANNUAL,211231,BTC-USD-211231,Kraken Futures
34236.5,34263.0,34249.75,26.5,,0.0001,4573296.0,1627171641.889809,MONTH,210730,BTC-USD-210730,Kraken Futures
34252.0,34253.0,34252.5,1.0,,0.0,1659200658.2946,1627171641.9760299,PERPETUAL,,BTC-USD-PERPETUAL,FTX Futures
34790.0,34791.0,34790.5,1.0,,0.0157,145676021.8398,1627171641.9760299,QUARTER,210924,BTC-USD-210924,FTX Futures
35615.0,35634.0,35624.5,19.0,,0.0401,105287260.2733,1627171641.9760299,SEMIANNUAL,211231,BTC-USD-211231,FTX Futures
35233.3,35233.4,35233.350000000006,0.09999999999854481,,0.0296,,1627171642.054882,SEMIANNUAL,211231,BTC-USD-211231,Binance COIN-M
34446.8,34446.9,34446.850000000006,0.09999999999854481,,0.0066,,1627171642.054882,QUARTER,210924,BTC-USD-210924,Binance COIN-M
34219.4,34219.5,34219.45,0.09999999999854481,,0.0,,1627171642.054882,PERPETUAL,,BTC-USD-PERPETUAL,Binance COIN-M
34225.0,34225.5,34225.25,0.5,-0.000251,0.0,892313700.0,1627171642.34289,PERPETUAL,,BTC-USD-PERPETUAL,BitMEX
34485.0,34485.5,34485.25,0.5,,0.0076,14459500.0,1627171642.34289,QUARTER,092121,BTC-USD-092121,BitMEX
35225.5,35238.0,35231.75,12.5,,0.0294,13473000.0,1627171642.34289,SEMIANNUAL,122121,BTC-USD-122121,BitMEX
34243.5,34253.5,34248.5,10.0,-2.59550192e-10,0.0,83836075.0,1627171657.540404,PERPETUAL,,BTC-USD-PERPETUAL,Kraken Futures
34434.5,34461.5,34448.0,27.0,,0.0058,4972655.0,1627171657.540404,QUARTER,210924,BTC-USD-210924,Kraken Futures
